id,name-form,type_1,type_2,link,data_species,data_height,data_weight,first_ability,second_ability,hidden_ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,egg_group1,egg_group2,egg_cycle,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
7190,Diancie-Diancie,Rock,Fairy,/pokedex/diancie,Jewel Pokémon,0.7,8.8,Clear Body,-,-,3,270,Slow,Genderless,Genderless,Undiscovered,—,25,50,100,150,100,150,50,600,https://img.pokemondb.net/artwork/large/diancie.jpg
7191,Diancie-Mega Diancie,Rock,Fairy,/pokedex/diancie,Jewel Pokémon,1.1,27.8,Magic Bounce,-,-,3,315,Slow,Genderless,Genderless,Undiscovered,—,25,50,160,110,160,110,110,700,https://img.pokemondb.net/artwork/large/diancie-mega.jpg
7200,Hoopa-Hoopa Confined,Psychic,Ghost,/pokedex/hoopa,Mischief Pokémon,0.5,9.0,Magician,-,-,3,270,Slow,Genderless,Genderless,Undiscovered,—,120,80,110,60,150,130,70,600,https://img.pokemondb.net/artwork/large/hoopa-confined.jpg
7201,Hoopa-Hoopa Unbound,Psychic,Ghost,/pokedex/hoopa,Djinn Pokémon,6.5,490.0,Magician,-,-,3,306,Slow,Genderless,Genderless,Undiscovered,—,120,80,160,60,170,130,80,680,https://img.pokemondb.net/artwork/large/hoopa-unbound.jpg
7210,Volcanion-Volcanion,Fire,Water,/pokedex/volcanion,Steam Pokémon,1.7,195.0,Water Absorb,-,-,3,270,Slow,Genderless,Genderless,Undiscovered,—,120,80,110,120,130,90,70,600,https://img.pokemondb.net/artwork/large/volcanion.jpg
7220,Rowlet-Rowlet,Grass,Flying,/pokedex/rowlet,Grass Quill Pokémon,0.3,1.5,Overgrow,-,Long Reach,45,64,Medium Slow,87.5% male,12.5% female,Flying,—,15,68,55,55,50,50,42,320,https://img.pokemondb.net/artwork/large/rowlet.jpg
7230,Dartrix-Dartrix,Grass,Flying,/pokedex/dartrix,Blade Quill Pokémon,0.7,16.0,Overgrow,-,Long Reach,45,147,Medium Slow,87.5% male,12.5% female,Flying,—,15,78,75,75,70,70,52,420,https://img.pokemondb.net/artwork/large/dartrix.jpg
7240,Decidueye-Decidueye,Grass,Ghost,/pokedex/decidueye,Arrow Quill Pokémon,1.6,36.6,Overgrow,-,Long Reach,45,239,Medium Slow,87.5% male,12.5% female,Flying,—,15,78,107,75,100,100,70,530,https://img.pokemondb.net/artwork/large/decidueye.jpg
7241,Decidueye-Hisuian Decidueye,Grass,Ghost,/pokedex/decidueye,Arrow Quill Pokémon,1.6,37.0,Overgrow,-,Long Reach,—,—,—,—,—,—,—,—,88,112,80,95,95,60,530,https://img.pokemondb.net/artwork/large/decidueye-hisuian.jpg
7250,Litten-Litten,Fire,-,/pokedex/litten,Fire Cat Pokémon,0.4,4.3,Blaze,-,Intimidate,45,64,Medium Slow,87.5% male,12.5% female,Field,—,15,45,65,40,60,40,70,320,https://img.pokemondb.net/artwork/large/litten.jpg
7260,Torracat-Torracat,Fire,-,/pokedex/torracat,Fire Cat Pokémon,0.7,25.0,Blaze,-,Intimidate,45,147,Medium Slow,87.5% male,12.5% female,Field,—,15,65,85,50,80,50,90,420,https://img.pokemondb.net/artwork/large/torracat.jpg
7270,Incineroar-Incineroar,Fire,Dark,/pokedex/incineroar,Heel Pokémon,1.8,83.0,Blaze,-,Intimidate,45,239,Medium Slow,87.5% male,12.5% female,Field,—,15,95,115,90,80,90,60,530,https://img.pokemondb.net/artwork/large/incineroar.jpg
7280,Popplio-Popplio,Water,-,/pokedex/popplio,Sea Lion Pokémon,0.4,7.5,Torrent,-,Liquid Voice,45,64,Medium Slow,87.5% male,12.5% female,Field,Water 1,15,50,54,54,66,56,40,320,https://img.pokemondb.net/artwork/large/popplio.jpg
7290,Brionne-Brionne,Water,-,/pokedex/brionne,Pop Star Pokémon,0.6,17.5,Torrent,-,Liquid Voice,45,147,Medium Slow,87.5% male,12.5% female,Field,Water 1,15,60,69,69,91,81,50,420,https://img.pokemondb.net/artwork/large/brionne.jpg
7300,Primarina-Primarina,Water,Fairy,/pokedex/primarina,Soloist Pokémon,1.8,44.0,Torrent,-,Liquid Voice,45,239,Medium Slow,87.5% male,12.5% female,Field,Water 1,15,80,74,74,126,116,60,530,https://img.pokemondb.net/artwork/large/primarina.jpg
7310,Pikipek-Pikipek,Normal,Flying,/pokedex/pikipek,Woodpecker Pokémon,0.3,1.2,Keen Eye,Skill Link,Pickup,255,53,Medium Fast,50% male,50% female,Flying,—,15,35,75,30,30,30,65,265,https://img.pokemondb.net/artwork/large/pikipek.jpg
7320,Trumbeak-Trumbeak,Normal,Flying,/pokedex/trumbeak,Bugle Beak Pokémon,0.6,14.8,Keen Eye,Skill Link,Pickup,120,124,Medium Fast,50% male,50% female,Flying,—,15,55,85,50,40,50,75,355,https://img.pokemondb.net/artwork/large/trumbeak.jpg
7330,Toucannon-Toucannon,Normal,Flying,/pokedex/toucannon,Cannon Pokémon,1.1,26.0,Keen Eye,Skill Link,Sheer Force,45,218,Medium Fast,50% male,50% female,Flying,—,15,80,120,75,75,75,60,485,https://img.pokemondb.net/artwork/large/toucannon.jpg
7340,Yungoos-Yungoos,Normal,-,/pokedex/yungoos,Loitering Pokémon,0.4,6.0,Strong Jaw,Stakeout,Adaptability,255,51,Medium Fast,50% male,50% female,Field,—,15,48,70,30,30,30,45,253,https://img.pokemondb.net/artwork/large/yungoos.jpg
7350,Gumshoos-Gumshoos,Normal,-,/pokedex/gumshoos,Stakeout Pokémon,0.7,14.2,Strong Jaw,Stakeout,Adaptability,127,146,Medium Fast,50% male,50% female,Field,—,15,88,110,60,55,60,45,418,https://img.pokemondb.net/artwork/large/gumshoos.jpg
7360,Grubbin-Grubbin,Bug,-,/pokedex/grubbin,Larva Pokémon,0.4,4.4,Swarm,-,-,255,60,Medium Fast,50% male,50% female,Bug,—,15,47,62,45,55,45,46,300,https://img.pokemondb.net/artwork/large/grubbin.jpg
7370,Charjabug-Charjabug,Bug,Electric,/pokedex/charjabug,Battery Pokémon,0.5,10.5,Battery,-,-,120,140,Medium Fast,50% male,50% female,Bug,—,15,57,82,95,55,75,36,400,https://img.pokemondb.net/artwork/large/charjabug.jpg
7380,Vikavolt-Vikavolt,Bug,Electric,/pokedex/vikavolt,Stag Beetle Pokémon,1.5,45.0,Levitate,-,-,45,225,Medium Fast,50% male,50% female,Bug,—,15,77,70,90,145,75,43,500,https://img.pokemondb.net/artwork/large/vikavolt.jpg
7390,Crabrawler-Crabrawler,Fighting,-,/pokedex/crabrawler,Boxing Pokémon,0.6,7.0,Hyper Cutter,Iron Fist,Anger Point,225,68,Medium Fast,50% male,50% female,Water 3,—,20,47,82,57,42,47,63,338,https://img.pokemondb.net/artwork/large/crabrawler.jpg
7400,Crabominable-Crabominable,Fighting,Ice,/pokedex/crabominable,Woolly Crab Pokémon,1.7,180.0,Hyper Cutter,Iron Fist,Anger Point,60,167,Medium Fast,50% male,50% female,Water 3,—,20,97,132,77,62,67,43,478,https://img.pokemondb.net/artwork/large/crabominable.jpg
7410,Oricorio-Baile Style,Fire,Flying,/pokedex/oricorio,Dancing Pokémon,0.6,3.4,Dancer,-,-,45,167,Medium Fast,25% male,75% female,Flying,—,20,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-baile.jpg
7411,Oricorio-Pom-Pom Style,Fire,Flying,/pokedex/oricorio,Dancing Pokémon,0.6,3.4,Dancer,-,-,45,167,Medium Fast,25% male,75% female,Flying,—,20,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-pom-pom.jpg
7412,Oricorio-Pa'u Style,Fire,Flying,/pokedex/oricorio,Dancing Pokémon,0.6,3.4,Dancer,-,-,45,167,Medium Fast,25% male,75% female,Flying,—,20,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-pau.jpg
7413,Oricorio-Sensu Style,Fire,Flying,/pokedex/oricorio,Dancing Pokémon,0.6,3.4,Dancer,-,-,45,167,Medium Fast,25% male,75% female,Flying,—,20,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-sensu.jpg
7420,Cutiefly-Cutiefly,Bug,Fairy,/pokedex/cutiefly,Bee Fly Pokémon,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,190,61,Medium Fast,50% male,50% female,Bug,Fairy,20,40,45,40,55,40,84,304,https://img.pokemondb.net/artwork/large/cutiefly.jpg
7430,Ribombee-Ribombee,Bug,Fairy,/pokedex/ribombee,Bee Fly Pokémon,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,75,162,Medium Fast,50% male,50% female,Bug,Fairy,20,60,55,60,95,70,124,464,https://img.pokemondb.net/artwork/large/ribombee.jpg
7440,Rockruff-Rockruff,Rock,-,/pokedex/rockruff,Puppy Pokémon,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,190,56,Medium Fast,50% male,50% female,Field,—,15,45,65,40,30,40,60,280,https://img.pokemondb.net/artwork/large/rockruff.jpg
7441,Rockruff-Own Tempo Rockruff,Rock,-,/pokedex/rockruff,Puppy Pokémon,0.5,9.2,Own Tempo,-,-,190,56,Medium Fast,50% male,50% female,Field,—,15,45,65,40,30,40,60,280,https://img.pokemondb.net/artwork/rockruff.jpg
7450,Lycanroc-Midday Form,Rock,-,/pokedex/lycanroc,Wolf Pokémon,0.8,25.0,Keen Eye,Sand Rush,Steadfast,90,170,Medium Fast,50% male,50% female,Field,—,15,75,115,65,55,65,112,487,https://img.pokemondb.net/artwork/large/lycanroc-midday.jpg
7451,Lycanroc-Midnight Form,Rock,-,/pokedex/lycanroc,Wolf Pokémon,1.1,25.0,Keen Eye,Vital Spirit,No Guard,90,170,Medium Fast,50% male,50% female,Field,—,15,85,115,75,55,75,82,487,https://img.pokemondb.net/artwork/large/lycanroc-midnight.jpg
7452,Lycanroc-Dusk Form,Rock,-,/pokedex/lycanroc,Wolf Pokémon,0.8,25.0,Tough Claws,-,-,90,170,Medium Fast,50% male,50% female,Field,—,15,75,117,65,55,65,110,487,https://img.pokemondb.net/artwork/large/lycanroc-dusk.jpg
7460,Wishiwashi-Solo Form,Water,-,/pokedex/wishiwashi,Small Fry Pokémon,0.2,0.3,Schooling,-,-,60,61,Fast,50% male,50% female,Water 2,—,15,45,20,20,25,25,40,175,https://img.pokemondb.net/artwork/large/wishiwashi-solo.jpg
7461,Wishiwashi-School Form,Water,-,/pokedex/wishiwashi,Small Fry Pokémon,8.2,78.6,Schooling,-,-,60,217,Fast,50% male,50% female,Water 2,—,15,45,140,130,140,135,30,620,https://img.pokemondb.net/artwork/large/wishiwashi-school.jpg
7470,Mareanie-Mareanie,Poison,Water,/pokedex/mareanie,Brutal Star Pokémon,0.4,8.0,Merciless,Limber,Regenerator,190,61,Medium Fast,50% male,50% female,Water 1,—,20,50,53,62,43,52,45,305,https://img.pokemondb.net/artwork/large/mareanie.jpg
7480,Toxapex-Toxapex,Poison,Water,/pokedex/toxapex,Brutal Star Pokémon,0.7,14.5,Merciless,Limber,Regenerator,75,173,Medium Fast,50% male,50% female,Water 1,—,20,50,63,152,53,142,35,495,https://img.pokemondb.net/artwork/large/toxapex.jpg
7490,Mudbray-Mudbray,Ground,-,/pokedex/mudbray,Donkey Pokémon,1.0,110.0,Own Tempo,Stamina,Inner Focus,190,77,Medium Fast,50% male,50% female,Field,—,20,70,100,70,45,55,45,385,https://img.pokemondb.net/artwork/large/mudbray.jpg
7500,Mudsdale-Mudsdale,Ground,-,/pokedex/mudsdale,Draft Horse Pokémon,2.5,920.0,Own Tempo,Stamina,Inner Focus,60,175,Medium Fast,50% male,50% female,Field,—,20,100,125,100,55,85,35,500,https://img.pokemondb.net/artwork/large/mudsdale.jpg
7510,Dewpider-Dewpider,Water,Bug,/pokedex/dewpider,Water Bubble Pokémon,0.3,4.0,Water Bubble,-,Water Absorb,200,54,Medium Fast,50% male,50% female,Bug,Water 1,15,38,40,52,40,72,27,269,https://img.pokemondb.net/artwork/large/dewpider.jpg
7520,Araquanid-Araquanid,Water,Bug,/pokedex/araquanid,Water Bubble Pokémon,1.8,82.0,Water Bubble,-,Water Absorb,100,159,Medium Fast,50% male,50% female,Bug,Water 1,15,68,70,92,50,132,42,454,https://img.pokemondb.net/artwork/large/araquanid.jpg
7530,Fomantis-Fomantis,Grass,-,/pokedex/fomantis,Sickle Grass Pokémon,0.3,1.5,Leaf Guard,-,Contrary,190,50,Medium Fast,50% male,50% female,Grass,—,20,40,55,35,50,35,35,250,https://img.pokemondb.net/artwork/large/fomantis.jpg
7540,Lurantis-Lurantis,Grass,-,/pokedex/lurantis,Bloom Sickle Pokémon,0.9,18.5,Leaf Guard,-,Contrary,75,168,Medium Fast,50% male,50% female,Grass,—,20,70,105,90,80,90,45,480,https://img.pokemondb.net/artwork/large/lurantis.jpg
7550,Morelull-Morelull,Grass,Fairy,/pokedex/morelull,Illuminating Pokémon,0.2,1.5,Illuminate,Effect Spore,Rain Dish,190,57,Medium Fast,50% male,50% female,Grass,—,20,40,35,55,65,75,15,285,https://img.pokemondb.net/artwork/large/morelull.jpg
7560,Shiinotic-Shiinotic,Grass,Fairy,/pokedex/shiinotic,Illuminating Pokémon,1.0,11.5,Illuminate,Effect Spore,Rain Dish,75,142,Medium Fast,50% male,50% female,Grass,—,20,60,45,80,90,100,30,405,https://img.pokemondb.net/artwork/large/shiinotic.jpg
7570,Salandit-Salandit,Poison,Fire,/pokedex/salandit,Toxic Lizard Pokémon,0.6,4.8,Corrosion,-,Oblivious,120,64,Medium Fast,87.5% male,12.5% female,Dragon,Monster,20,48,44,40,71,40,77,320,https://img.pokemondb.net/artwork/large/salandit.jpg
7580,Salazzle-Salazzle,Poison,Fire,/pokedex/salazzle,Toxic Lizard Pokémon,1.2,22.2,Corrosion,-,Oblivious,45,168,Medium Fast,0% male,100% female,Dragon,Monster,20,68,64,60,111,60,117,480,https://img.pokemondb.net/artwork/large/salazzle.jpg
7590,Stufful-Stufful,Normal,Fighting,/pokedex/stufful,Flailing Pokémon,0.5,6.8,Fluffy,Klutz,Cute Charm,140,68,Medium Fast,50% male,50% female,Field,—,15,70,75,50,45,50,50,340,https://img.pokemondb.net/artwork/large/stufful.jpg
7600,Bewear-Bewear,Normal,Fighting,/pokedex/bewear,Strong Arm Pokémon,2.1,135.0,Fluffy,Klutz,Unnerve,70,175,Medium Fast,50% male,50% female,Field,—,15,120,125,80,55,60,60,500,https://img.pokemondb.net/artwork/large/bewear.jpg
7610,Bounsweet-Bounsweet,Grass,-,/pokedex/bounsweet,Fruit Pokémon,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,235,42,Medium Slow,0% male,100% female,Grass,—,20,42,30,38,30,38,32,210,https://img.pokemondb.net/artwork/large/bounsweet.jpg
7620,Steenee-Steenee,Grass,-,/pokedex/steenee,Fruit Pokémon,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,120,102,Medium Slow,0% male,100% female,Grass,—,20,52,40,48,40,48,62,290,https://img.pokemondb.net/artwork/large/steenee.jpg
7630,Tsareena-Tsareena,Grass,-,/pokedex/tsareena,Fruit Pokémon,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,45,230,Medium Slow,0% male,100% female,Grass,—,20,72,120,98,50,98,72,510,https://img.pokemondb.net/artwork/large/tsareena.jpg
7640,Comfey-Comfey,Fairy,-,/pokedex/comfey,Posy Picker Pokémon,0.1,0.3,Flower Veil,Triage,Natural Cure,60,170,Fast,25% male,75% female,Grass,—,20,51,52,90,82,110,100,485,https://img.pokemondb.net/artwork/large/comfey.jpg
7650,Oranguru-Oranguru,Normal,Psychic,/pokedex/oranguru,Sage Pokémon,1.5,76.0,Inner Focus,Telepathy,Symbiosis,45,172,Slow,50% male,50% female,Field,—,20,90,60,80,90,110,60,490,https://img.pokemondb.net/artwork/large/oranguru.jpg
7660,Passimian-Passimian,Fighting,-,/pokedex/passimian,Teamwork Pokémon,2.0,82.8,Receiver,-,Defiant,45,172,Slow,50% male,50% female,Field,—,20,100,120,90,40,60,80,490,https://img.pokemondb.net/artwork/large/passimian.jpg
7670,Wimpod-Wimpod,Bug,Water,/pokedex/wimpod,Turn Tail Pokémon,0.5,12.0,Wimp Out,-,-,90,46,Medium Fast,50% male,50% female,Bug,Water 3,20,25,35,40,20,30,80,230,https://img.pokemondb.net/artwork/large/wimpod.jpg
7680,Golisopod-Golisopod,Bug,Water,/pokedex/golisopod,Hard Scale Pokémon,2.0,108.0,Emergency Exit,-,-,45,186,Medium Fast,50% male,50% female,Bug,Water 3,20,75,125,140,60,90,40,530,https://img.pokemondb.net/artwork/large/golisopod.jpg
7690,Sandygast-Sandygast,Ghost,Ground,/pokedex/sandygast,Sand Heap Pokémon,0.5,70.0,Water Compaction,-,Sand Veil,140,64,Medium Fast,50% male,50% female,Amorphous,—,15,55,55,80,70,45,15,320,https://img.pokemondb.net/artwork/large/sandygast.jpg
7700,Palossand-Palossand,Ghost,Ground,/pokedex/palossand,Sand Castle Pokémon,1.3,250.0,Water Compaction,-,Sand Veil,60,168,Medium Fast,50% male,50% female,Amorphous,—,15,85,75,110,100,75,35,480,https://img.pokemondb.net/artwork/large/palossand.jpg
7710,Pyukumuku-Pyukumuku,Water,-,/pokedex/pyukumuku,Sea Cucumber Pokémon,0.3,1.2,Innards Out,-,Unaware,60,144,Fast,50% male,50% female,Water 1,—,15,55,60,130,30,130,5,410,https://img.pokemondb.net/artwork/large/pyukumuku.jpg
7720,Type: Null-Type: Null,Normal,-,/pokedex/type-null,Synthetic Pokémon,1.9,120.5,Battle Armor,-,-,3,107,Slow,Genderless,Genderless,Undiscovered,—,120,95,95,95,95,95,59,534,https://img.pokemondb.net/artwork/large/type-null.jpg
7730,Silvally-Silvally,Normal,-,/pokedex/silvally,Synthetic Pokémon,2.3,100.5,RKS System,-,-,3,257,Slow,Genderless,Genderless,Undiscovered,—,120,95,95,95,95,95,95,570,https://img.pokemondb.net/artwork/large/silvally.jpg
7740,Minior-Meteor Form,Rock,Flying,/pokedex/minior,Meteor Pokémon,0.3,40.0,Shields Down,-,-,30,154,Medium Slow,Genderless,Genderless,Mineral,—,25,60,60,100,60,100,60,440,https://img.pokemondb.net/artwork/large/minior-meteor.jpg
7741,Minior-Core Form,Rock,Flying,/pokedex/minior,Meteor Pokémon,0.3,0.3,Shields Down,-,-,30,175,Medium Slow,Genderless,Genderless,Mineral,—,25,60,100,60,100,60,120,500,https://img.pokemondb.net/artwork/large/minior-core.jpg
7750,Komala-Komala,Normal,-,/pokedex/komala,Drowsing Pokémon,0.4,19.9,Comatose,-,-,45,168,Slow,50% male,50% female,Field,—,20,65,115,65,75,95,65,480,https://img.pokemondb.net/artwork/large/komala.jpg
7760,Turtonator-Turtonator,Fire,Dragon,/pokedex/turtonator,Blast Turtle Pokémon,2.0,212.0,Shell Armor,-,-,70,170,Medium Fast,50% male,50% female,Dragon,Monster,20,60,78,135,91,85,36,485,https://img.pokemondb.net/artwork/large/turtonator.jpg
7770,Togedemaru-Togedemaru,Electric,Steel,/pokedex/togedemaru,Roly-Poly Pokémon,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,180,152,Medium Fast,50% male,50% female,Fairy,Field,10,65,98,63,40,73,96,435,https://img.pokemondb.net/artwork/large/togedemaru.jpg
7780,Mimikyu-Mimikyu,Ghost,Fairy,/pokedex/mimikyu,Disguise Pokémon,0.2,0.7,Disguise,-,-,45,167,Medium Fast,50% male,50% female,Amorphous,—,20,55,90,80,50,105,96,476,https://img.pokemondb.net/artwork/large/mimikyu.jpg
7790,Bruxish-Bruxish,Water,Psychic,/pokedex/bruxish,Gnash Teeth Pokémon,0.9,19.0,Dazzling,Strong Jaw,Wonder Skin,80,166,Medium Fast,50% male,50% female,Water 2,—,15,68,105,70,70,70,92,475,https://img.pokemondb.net/artwork/large/bruxish.jpg
7800,Drampa-Drampa,Normal,Dragon,/pokedex/drampa,Placid Pokémon,3.0,185.0,Berserk,Sap Sipper,Cloud Nine,70,170,Medium Fast,50% male,50% female,Dragon,Monster,20,78,60,85,135,91,36,485,https://img.pokemondb.net/artwork/large/drampa.jpg
7810,Dhelmise-Dhelmise,Ghost,Grass,/pokedex/dhelmise,Sea Creeper Pokémon,3.9,210.0,Steelworker,-,-,25,181,Medium Fast,Genderless,Genderless,Mineral,—,25,70,131,100,86,90,40,517,https://img.pokemondb.net/artwork/large/dhelmise.jpg
7820,Jangmo-o-Jangmo-o,Dragon,-,/pokedex/jangmo-o,Scaly Pokémon,0.6,29.7,Bulletproof,Soundproof,Overcoat,45,60,Slow,50% male,50% female,Dragon,—,40,45,55,65,45,45,45,300,https://img.pokemondb.net/artwork/large/jangmo-o.jpg
7830,Hakamo-o-Hakamo-o,Dragon,Fighting,/pokedex/hakamo-o,Scaly Pokémon,1.2,47.0,Bulletproof,Soundproof,Overcoat,45,147,Slow,50% male,50% female,Dragon,—,40,55,75,90,65,70,65,420,https://img.pokemondb.net/artwork/large/hakamo-o.jpg
7840,Kommo-o-Kommo-o,Dragon,Fighting,/pokedex/kommo-o,Scaly Pokémon,1.6,78.2,Bulletproof,Soundproof,Overcoat,45,270,Slow,50% male,50% female,Dragon,—,40,75,110,125,100,105,85,600,https://img.pokemondb.net/artwork/large/kommo-o.jpg
7850,Tapu Koko-Tapu Koko,Electric,Fairy,/pokedex/tapu-koko,Land Spirit Pokémon,1.8,20.5,Electric Surge,-,Telepathy,3,257,Slow,Genderless,Genderless,Undiscovered,—,15,70,115,85,95,75,130,570,https://img.pokemondb.net/artwork/large/tapu-koko.jpg
7860,Tapu Lele-Tapu Lele,Psychic,Fairy,/pokedex/tapu-lele,Land Spirit Pokémon,1.2,18.6,Psychic Surge,-,Telepathy,3,257,Slow,Genderless,Genderless,Undiscovered,—,15,70,85,75,130,115,95,570,https://img.pokemondb.net/artwork/large/tapu-lele.jpg
7870,Tapu Bulu-Tapu Bulu,Grass,Fairy,/pokedex/tapu-bulu,Land Spirit Pokémon,1.9,45.5,Grassy Surge,-,Telepathy,3,257,Slow,Genderless,Genderless,Undiscovered,—,15,70,130,115,85,95,75,570,https://img.pokemondb.net/artwork/large/tapu-bulu.jpg
7880,Tapu Fini-Tapu Fini,Water,Fairy,/pokedex/tapu-fini,Land Spirit Pokémon,1.3,21.2,Misty Surge,-,Telepathy,3,257,Slow,Genderless,Genderless,Undiscovered,—,15,70,75,115,95,130,85,570,https://img.pokemondb.net/artwork/large/tapu-fini.jpg
7890,Cosmog-Cosmog,Psychic,-,/pokedex/cosmog,Nebula Pokémon,0.2,0.1,Unaware,-,-,45,40,Slow,Genderless,Genderless,Undiscovered,—,120,43,29,31,29,31,37,200,https://img.pokemondb.net/artwork/large/cosmog.jpg
7900,Cosmoem-Cosmoem,Psychic,-,/pokedex/cosmoem,Protostar Pokémon,0.1,999.9,Sturdy,-,-,45,140,Slow,Genderless,Genderless,Undiscovered,—,120,43,29,131,29,131,37,400,https://img.pokemondb.net/artwork/large/cosmoem.jpg
7910,Solgaleo-Solgaleo,Psychic,Steel,/pokedex/solgaleo,Sunne Pokémon,3.4,230.0,Full Metal Body,-,-,45,306,Slow,Genderless,Genderless,Undiscovered,—,120,137,137,107,113,89,97,680,https://img.pokemondb.net/artwork/large/solgaleo.jpg
7920,Lunala-Lunala,Psychic,Ghost,/pokedex/lunala,Moone Pokémon,4.0,120.0,Shadow Shield,-,-,45,306,Slow,Genderless,Genderless,Undiscovered,—,120,137,113,89,137,107,97,680,https://img.pokemondb.net/artwork/large/lunala.jpg
7930,Nihilego-Nihilego,Rock,Poison,/pokedex/nihilego,Parasite Pokémon,1.2,55.5,Beast Boost,-,-,45,257,Slow,Genderless,Genderless,Undiscovered,—,120,109,53,47,127,131,103,570,https://img.pokemondb.net/artwork/large/nihilego.jpg
7940,Buzzwole-Buzzwole,Bug,Fighting,/pokedex/buzzwole,Swollen Pokémon,2.4,333.6,Beast Boost,-,-,45,257,Slow,Genderless,Genderless,Undiscovered,—,120,107,139,139,53,53,79,570,https://img.pokemondb.net/artwork/large/buzzwole.jpg
7950,Pheromosa-Pheromosa,Bug,Fighting,/pokedex/pheromosa,Lissome Pokémon,1.8,25.0,Beast Boost,-,-,45,257,Slow,Genderless,Genderless,Undiscovered,—,120,71,137,37,137,37,151,570,https://img.pokemondb.net/artwork/large/pheromosa.jpg
7960,Xurkitree-Xurkitree,Electric,-,/pokedex/xurkitree,Glowing Pokémon,3.8,100.0,Beast Boost,-,-,45,257,Slow,Genderless,Genderless,Undiscovered,—,120,83,89,71,173,71,83,570,https://img.pokemondb.net/artwork/large/xurkitree.jpg
7970,Celesteela-Celesteela,Steel,Flying,/pokedex/celesteela,Launch Pokémon,9.2,999.9,Beast Boost,-,-,45,257,Slow,Genderless,Genderless,Undiscovered,—,120,97,101,103,107,101,61,570,https://img.pokemondb.net/artwork/large/celesteela.jpg
7980,Kartana-Kartana,Grass,Steel,/pokedex/kartana,Drawn Sword Pokémon,0.3,0.1,Beast Boost,-,-,45,257,Slow,Genderless,Genderless,Undiscovered,—,120,59,181,131,59,31,109,570,https://img.pokemondb.net/artwork/large/kartana.jpg
7990,Guzzlord-Guzzlord,Dark,Dragon,/pokedex/guzzlord,Junkivore Pokémon,5.5,888.0,Beast Boost,-,-,45,257,Slow,Genderless,Genderless,Undiscovered,—,120,223,101,53,97,53,43,570,https://img.pokemondb.net/artwork/large/guzzlord.jpg
8000,Necrozma-Necrozma,Psychic,-,/pokedex/necrozma,Prism Pokémon,2.4,230.0,Prism Armor,-,-,255,270,Slow,Genderless,Genderless,Undiscovered,—,120,97,107,101,127,89,79,600,https://img.pokemondb.net/artwork/large/necrozma.jpg
8001,Necrozma-Dusk Mane Necrozma,Psychic,-,/pokedex/necrozma,Prism Pokémon,3.8,460.0,Prism Armor,-,-,3,306,Slow,Genderless,Genderless,Undiscovered,—,120,97,157,127,113,109,77,680,https://img.pokemondb.net/artwork/large/necrozma-dusk-mane.jpg
8002,Necrozma-Dawn Wings Necrozma,Psychic,-,/pokedex/necrozma,Prism Pokémon,4.2,350.0,Prism Armor,-,-,3,306,Slow,Genderless,Genderless,Undiscovered,—,120,97,113,109,157,127,77,680,https://img.pokemondb.net/artwork/large/necrozma-dawn-wings.jpg
8003,Necrozma-Ultra Necrozma,Psychic,-,/pokedex/necrozma,Prism Pokémon,7.5,230.0,Neuroforce,-,-,3,339,Slow,Genderless,Genderless,Undiscovered,—,120,97,167,97,167,97,129,754,https://img.pokemondb.net/artwork/large/necrozma-ultra.jpg
8010,Magearna-Magearna,Steel,Fairy,/pokedex/magearna,Artificial Pokémon,1.0,80.5,Soul-Heart,-,-,3,270,Slow,Genderless,Genderless,Undiscovered,—,120,80,95,115,130,115,65,600,https://img.pokemondb.net/artwork/large/magearna.jpg
8020,Marshadow-Marshadow,Fighting,Ghost,/pokedex/marshadow,Gloomdweller Pokémon,0.7,22.2,Technician,-,-,3,270,Slow,Genderless,Genderless,Undiscovered,—,120,90,125,80,90,90,125,600,https://img.pokemondb.net/artwork/large/marshadow.jpg
8030,Poipole-Poipole,Poison,-,/pokedex/poipole,Poison Pin Pokémon,0.6,1.8,Beast Boost,-,-,45,189,Slow,Genderless,Genderless,Undiscovered,—,120,67,73,67,73,67,73,420,https://img.pokemondb.net/artwork/large/poipole.jpg
8040,Naganadel-Naganadel,Poison,Dragon,/pokedex/naganadel,Poison Pin Pokémon,3.6,150.0,Beast Boost,-,-,45,243,Slow,Genderless,Genderless,Undiscovered,—,120,73,73,73,127,73,121,540,https://img.pokemondb.net/artwork/large/naganadel.jpg
